,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,final_score,school,sex,address,famsize,Pstatus,Fjob,reason,guardian,nursery,higher,internet,romantic,schoolsup,familysup,paidsup,nosup
398,18,2,3,1,3,0,4,3,3,1,2,3,0,14,GP,F,U,GT3,T,other,course,mother,yes,yes,yes,no,0,1,0,0
399,18,3,2,1,3,0,5,4,3,2,3,1,4,17,GP,F,U,GT3,T,services,other,mother,yes,yes,yes,yes,0,0,0,1
400,18,4,3,1,3,0,5,3,2,1,2,4,4,17,GP,M,R,GT3,T,services,course,mother,yes,yes,yes,yes,0,0,0,1
401,18,4,3,1,3,0,5,4,5,2,3,5,0,14,GP,M,U,GT3,T,other,course,mother,yes,yes,yes,yes,0,1,0,0
402,17,4,3,1,3,0,4,4,3,1,3,4,0,13,GP,F,U,GT3,T,other,reputation,mother,yes,yes,yes,yes,0,1,0,0
403,17,2,1,2,2,0,4,3,4,2,2,1,10,15,GP,F,U,GT3,T,other,course,mother,yes,yes,yes,yes,0,1,0,0
404,17,2,1,1,2,0,4,3,5,2,4,4,4,16,GP,F,U,GT3,T,other,reputation,mother,yes,yes,yes,no,0,1,0,0
405,19,2,3,2,1,1,2,2,3,3,4,5,16,11,GP,F,U,LE3,A,other,home,other,yes,no,yes,no,0,0,0,1
406,17,3,1,1,1,1,4,1,2,1,1,3,6,13,GP,F,U,GT3,T,at_home,home,mother,yes,yes,yes,yes,0,1,1,0
407,21,4,4,1,3,2,3,3,2,1,1,5,0,12,GP,F,U,LE3,T,other,reputation,other,yes,yes,yes,no,0,0,1,0
408,18,2,2,1,2,0,4,4,4,1,3,3,11,12,GP,M,U,LE3,T,services,reputation,mother,no,no,yes,no,0,1,0,0
409,18,3,4,1,2,0,4,3,5,1,4,2,9,15,GP,M,U,LE3,A,other,reputation,other,yes,yes,yes,yes,0,0,0,1
410,17,2,2,1,2,0,4,3,4,1,3,4,0,17,GP,F,U,GT3,T,services,reputation,mother,yes,yes,yes,no,0,1,0,0
411,17,4,4,1,3,0,4,4,2,1,2,4,2,15,GP,M,U,LE3,A,other,reputation,mother,yes,yes,yes,no,0,1,0,0
412,18,4,2,1,2,0,4,2,2,1,1,3,0,17,GP,F,U,LE3,T,other,course,mother,yes,yes,yes,no,0,1,0,0
413,21,1,1,2,2,2,5,3,3,5,2,4,21,10,GP,M,R,LE3,T,other,course,other,yes,no,yes,yes,0,1,0,0
414,20,1,1,2,3,0,3,2,2,1,3,3,8,15,GP,F,R,GT3,T,other,reputation,other,yes,yes,yes,yes,0,0,0,1
415,19,4,4,1,1,1,3,2,5,4,4,5,5,11,GP,F,U,GT3,T,other,home,other,yes,yes,yes,yes,0,1,0,0
416,17,3,2,1,2,0,4,4,4,1,2,5,10,18,GP,M,U,LE3,A,other,reputation,mother,yes,yes,yes,no,0,1,0,0
417,18,3,2,1,3,0,4,3,4,1,2,2,5,17,GP,F,U,GT3,T,other,reputation,father,yes,yes,yes,yes,0,1,0,0
418,18,2,3,1,1,0,3,1,3,4,5,4,13,14,GP,M,R,GT3,T,services,reputation,father,yes,yes,yes,no,0,0,0,1
419,19,2,1,1,1,0,5,3,4,1,4,4,10,11,GP,M,U,GT3,T,other,reputation,mother,yes,yes,yes,no,0,0,0,1
420,18,2,2,2,2,0,4,1,4,1,3,4,10,17,GP,F,U,LE3,A,other,reputation,mother,yes,yes,yes,no,0,1,0,0
421,20,1,0,2,1,1,5,3,1,1,1,5,5,10,GP,F,U,GT3,T,other,reputation,mother,yes,yes,yes,yes,1,0,0,0
422,18,3,2,1,2,0,3,1,2,1,2,1,4,13,GP,F,U,GT3,T,other,home,mother,no,yes,yes,yes,0,1,0,0
423,16,1,3,2,1,0,4,3,3,1,3,5,11,11,MS,F,U,GT3,T,other,other,father,yes,no,yes,yes,0,1,0,0
424,16,2,2,2,2,0,4,4,4,1,1,5,0,12,MS,F,R,GT3,T,other,course,mother,yes,yes,yes,no,0,1,0,0
425,15,1,1,1,1,1,4,1,3,1,1,2,6,10,MS,F,R,GT3,T,services,other,mother,yes,yes,no,yes,0,1,0,0
426,15,3,3,2,1,0,5,4,4,2,3,5,4,11,MS,F,R,GT3,T,other,course,mother,yes,yes,yes,no,0,1,0,0
427,16,2,3,2,2,0,4,5,2,1,2,5,0,17,MS,F,R,GT3,T,services,course,mother,yes,yes,no,no,0,0,0,1
428,15,2,1,2,1,0,1,3,4,1,1,1,0,9,MS,F,R,LE3,T,other,home,mother,yes,no,no,no,0,0,0,1
429,16,4,4,1,2,0,5,3,2,1,3,2,5,11,MS,M,R,LE3,A,other,home,mother,yes,yes,no,no,0,1,0,0
430,16,1,2,1,3,0,4,4,3,1,1,5,0,11,MS,M,U,GT3,A,other,other,mother,yes,yes,yes,no,1,0,0,0
431,17,3,2,1,2,1,4,5,4,1,2,5,0,10,MS,F,R,GT3,T,other,course,father,yes,yes,no,yes,0,0,0,1
432,17,1,1,1,1,1,5,4,4,2,2,5,0,7,MS,F,R,GT3,T,other,other,father,no,no,yes,no,0,1,0,0
433,15,4,4,2,1,0,1,5,1,3,5,5,0,14,MS,F,R,GT3,T,other,course,mother,yes,yes,yes,yes,0,0,0,1
434,16,2,2,2,4,0,1,2,1,1,1,1,4,11,MS,F,U,LE3,A,other,reputation,mother,no,no,no,yes,0,0,0,1
435,15,1,1,2,2,0,5,4,3,1,2,4,0,10,MS,F,R,LE3,T,services,reputation,father,yes,yes,yes,no,0,1,0,0
436,15,1,1,2,1,1,4,4,3,1,2,2,4,8,MS,F,R,LE3,T,services,course,mother,yes,yes,yes,yes,0,1,0,0
437,16,0,2,2,1,0,3,2,3,1,2,2,0,12,MS,F,R,GT3,T,other,other,mother,yes,yes,no,no,0,1,0,0
438,17,2,3,2,1,0,5,5,5,1,3,3,2,12,MS,F,R,GT3,T,other,course,mother,yes,yes,yes,no,0,1,0,0
439,15,3,3,2,1,0,4,1,3,1,1,4,0,16,MS,F,R,GT3,T,services,course,father,no,yes,yes,no,0,0,0,1
440,16,1,1,2,2,0,5,4,5,4,5,3,0,0,MS,M,U,GT3,T,services,home,mother,yes,yes,no,yes,0,1,0,0
441,17,1,1,1,2,0,4,4,3,2,4,5,4,9,MS,M,U,GT3,T,other,home,mother,no,yes,yes,no,0,0,1,0
442,15,4,1,1,2,0,5,3,4,1,2,2,0,14,MS,M,R,LE3,T,services,reputation,father,yes,yes,yes,no,0,1,0,0
443,15,4,1,1,2,0,5,3,4,1,2,2,7,8,MS,M,R,LE3,T,services,reputation,father,yes,yes,yes,no,0,1,0,0
444,16,3,4,3,2,0,3,4,5,1,2,5,4,11,MS,M,R,GT3,T,health,other,mother,no,yes,no,no,0,0,0,1
445,15,1,1,4,2,0,5,4,5,2,4,4,8,9,MS,M,R,GT3,T,other,course,mother,yes,yes,no,yes,0,1,0,0
446,15,3,3,1,2,0,5,3,3,1,1,5,0,11,MS,M,U,LE3,T,at_home,reputation,father,yes,yes,yes,no,0,1,0,0
447,17,2,1,3,1,0,5,5,5,5,5,3,8,9,MS,M,R,GT3,T,other,other,mother,yes,no,no,yes,0,0,0,1
448,16,4,4,2,3,0,4,2,2,1,1,4,6,17,MS,F,R,GT3,T,teacher,course,mother,yes,yes,yes,yes,0,0,0,1
449,15,1,2,2,1,0,5,1,2,1,1,1,3,13,MS,F,R,GT3,T,services,course,mother,yes,yes,no,no,0,0,0,1
450,16,2,3,3,2,0,4,5,4,1,2,1,2,15,MS,F,R,GT3,T,services,course,mother,yes,yes,yes,no,0,1,0,0
451,16,1,2,2,2,0,4,3,3,1,1,5,0,11,MS,M,R,GT3,T,other,course,father,yes,yes,no,no,0,0,0,1
452,16,2,2,3,2,0,4,4,5,1,1,4,4,11,MS,F,R,GT3,T,other,course,mother,yes,yes,yes,no,0,1,0,0
453,16,1,2,1,3,1,1,3,2,1,2,4,0,8,MS,F,U,GT3,T,services,course,mother,yes,yes,no,no,0,1,0,0
454,16,1,2,1,3,1,1,3,2,1,2,4,3,8,MS,F,U,GT3,T,services,course,mother,yes,yes,no,no,0,1,0,0
455,15,2,1,1,2,0,4,4,2,3,3,2,0,9,MS,F,U,GT3,T,other,home,mother,no,yes,yes,no,1,1,0,0
456,16,1,1,1,2,0,5,4,3,2,1,2,0,15,MS,F,U,GT3,T,other,course,father,no,yes,no,yes,0,1,0,0
457,17,1,2,1,1,0,5,5,5,5,5,3,4,11,MS,M,R,LE3,T,services,reputation,mother,yes,yes,yes,no,0,1,0,0
458,16,1,1,4,4,0,4,3,2,1,1,1,0,13,MS,F,R,GT3,T,other,home,father,no,yes,yes,no,0,1,0,0
459,16,1,1,4,3,0,4,4,3,1,1,5,2,10,MS,F,R,GT3,T,other,other,father,yes,yes,no,no,1,1,0,0
460,15,1,1,2,2,0,4,3,3,1,1,2,1,11,MS,F,R,GT3,T,other,home,father,yes,yes,yes,no,0,1,0,0
461,16,1,1,2,1,0,4,2,2,4,3,2,0,14,MS,F,R,GT3,T,other,other,mother,yes,yes,yes,yes,0,0,0,1
462,15,1,1,3,2,0,4,2,1,1,2,2,0,14,MS,F,R,GT3,T,at_home,course,father,yes,yes,no,no,0,1,0,0
463,15,2,2,1,3,0,4,4,3,2,2,5,2,12,MS,F,R,LE3,T,other,other,father,yes,yes,no,no,1,1,0,0
464,16,1,1,2,1,0,3,4,4,3,4,5,6,11,MS,M,R,GT3,T,other,other,father,yes,yes,no,no,0,0,0,1
465,18,1,2,1,2,1,3,4,4,2,3,5,9,8,MS,F,U,GT3,T,other,course,father,yes,yes,yes,yes,0,1,0,0
466,15,3,1,2,1,0,3,2,3,1,3,4,0,11,MS,M,U,GT3,T,services,home,mother,yes,yes,no,no,0,1,0,0
467,16,2,2,3,2,0,5,3,4,1,1,2,1,14,MS,F,R,GT3,T,services,course,father,yes,yes,yes,no,0,1,0,0
468,15,2,2,3,1,0,4,3,3,1,2,4,1,13,MS,M,U,GT3,T,other,reputation,mother,yes,yes,no,no,0,0,0,1
469,16,4,4,1,2,0,4,3,1,1,1,3,0,13,MS,M,U,GT3,T,teacher,course,father,yes,yes,no,yes,0,1,0,0
470,15,3,3,1,2,0,4,5,4,1,1,1,4,12,MS,F,R,GT3,T,other,reputation,mother,yes,yes,yes,yes,0,1,0,0
471,16,2,2,2,2,1,4,4,4,2,3,5,2,12,MS,F,R,GT3,T,other,course,mother,no,yes,no,no,0,1,0,0
472,16,2,2,3,1,0,4,3,2,1,1,4,0,16,MS,F,R,LE3,T,other,home,father,yes,yes,no,yes,0,1,0,0
473,16,2,1,2,1,0,2,4,3,2,3,4,4,10,MS,M,U,LE3,T,services,course,mother,yes,yes,yes,no,0,1,0,0
474,15,1,3,3,1,0,4,2,4,3,5,3,2,11,MS,M,R,LE3,T,other,reputation,father,yes,yes,yes,no,0,1,0,0
475,15,2,2,2,3,0,5,3,2,1,1,4,0,14,MS,F,U,GT3,T,services,course,mother,yes,yes,no,no,0,1,0,0
476,16,2,1,1,1,0,5,4,3,1,1,5,2,8,MS,F,R,LE3,T,other,home,mother,yes,yes,yes,yes,0,1,0,0
477,15,3,3,2,1,0,4,3,3,2,4,3,11,11,MS,M,U,GT3,T,services,course,father,no,yes,yes,no,0,1,0,0
478,16,1,1,2,2,3,3,4,3,1,1,1,0,8,MS,F,R,GT3,T,other,course,father,yes,yes,no,no,1,1,0,0
479,17,2,2,1,1,0,4,5,3,1,1,5,4,10,MS,F,U,GT3,T,at_home,course,mother,yes,no,no,no,0,1,0,0
480,19,2,3,1,1,1,4,4,4,1,1,2,0,10,MS,F,U,GT3,T,services,course,other,yes,no,yes,yes,0,0,0,1
481,17,2,1,3,1,0,5,5,3,1,1,3,2,11,MS,F,R,GT3,T,other,course,mother,yes,no,no,yes,0,1,0,0
482,15,1,1,2,1,0,5,2,1,1,3,4,0,9,MS,F,R,LE3,T,other,course,mother,yes,no,no,yes,0,1,0,0
483,16,2,2,3,2,0,3,4,5,1,2,1,1,11,MS,F,R,GT3,T,other,course,father,yes,no,yes,no,0,1,0,0
484,16,2,2,1,1,0,4,3,4,1,2,1,6,8,MS,F,U,LE3,A,other,home,mother,yes,no,no,no,0,1,0,0
485,17,2,2,2,2,0,4,3,5,1,2,4,0,11,MS,F,R,GT3,T,other,course,mother,yes,yes,yes,no,0,1,0,0
486,16,2,2,1,1,1,4,4,3,1,4,3,1,10,MS,F,U,GT3,T,services,course,father,no,yes,yes,no,0,1,1,0
487,18,3,2,2,3,2,3,3,2,1,1,2,6,10,MS,F,R,LE3,A,other,course,other,no,no,no,yes,0,1,0,0
488,19,1,1,1,3,1,5,3,1,1,1,3,6,9,MS,F,U,GT3,T,services,course,mother,yes,no,no,yes,0,0,0,1
489,18,1,1,2,1,1,4,4,3,3,4,4,0,10,MS,M,R,GT3,T,other,home,mother,yes,no,yes,no,0,0,0,1
490,18,1,1,2,1,1,3,2,3,1,1,2,4,10,MS,F,R,GT3,T,at_home,course,mother,no,no,yes,yes,0,0,0,1
491,19,1,1,2,2,1,1,1,4,4,1,1,12,9,MS,F,U,GT3,T,other,course,other,yes,yes,yes,yes,0,1,0,0
492,16,2,2,1,2,0,3,3,2,1,1,3,2,10,MS,F,R,GT3,A,other,course,mother,no,yes,no,yes,0,0,0,1
493,17,0,1,2,1,0,2,4,4,3,5,5,5,10,MS,F,U,GT3,T,at_home,course,father,no,yes,no,no,0,0,0,1
494,16,1,2,1,2,0,4,4,5,1,3,3,0,9,MS,F,R,LE3,T,other,course,mother,yes,no,yes,no,0,0,0,1
495,16,3,3,1,1,0,4,5,4,1,1,4,0,13,MS,F,U,GT3,T,other,reputation,mother,yes,no,yes,yes,0,0,0,1
496,16,1,1,1,1,0,4,4,4,2,2,4,2,14,MS,F,R,LE3,T,services,home,mother,yes,yes,yes,yes,0,1,0,0
497,17,3,3,2,4,1,5,4,5,3,4,5,0,10,MS,M,U,GT3,T,at_home,course,mother,yes,yes,no,no,0,1,1,0
498,16,2,1,1,2,0,5,3,3,1,1,1,0,14,MS,F,U,GT3,T,services,course,mother,yes,yes,yes,no,0,1,0,0
499,16,2,2,1,1,0,4,2,5,1,2,5,0,16,MS,F,U,GT3,T,other,course,mother,yes,yes,no,yes,0,1,1,0
500,17,1,2,1,1,1,5,3,5,5,5,1,12,7,MS,M,U,GT3,T,other,course,father,yes,no,yes,yes,0,1,0,0
501,16,4,3,1,1,0,4,2,5,1,5,5,8,13,MS,M,U,LE3,T,other,course,father,yes,yes,yes,no,0,0,0,1
502,17,2,2,3,4,1,1,3,5,3,5,3,2,9,MS,M,R,LE3,T,services,other,mother,yes,yes,no,no,0,1,0,0
503,16,1,1,1,4,0,2,2,1,1,1,5,0,14,MS,F,U,GT3,T,other,course,other,yes,yes,yes,no,1,1,0,0
504,19,2,2,1,3,0,5,4,5,1,1,1,0,13,MS,F,U,LE3,T,other,home,mother,yes,yes,yes,yes,0,0,0,1
505,17,1,1,2,1,0,4,4,5,1,2,5,0,11,MS,F,R,GT3,T,other,reputation,mother,no,yes,yes,yes,0,1,0,0
506,20,3,3,2,2,1,3,3,4,2,4,3,8,10,MS,F,U,GT3,T,services,other,mother,yes,yes,yes,yes,0,0,0,1
507,17,1,1,1,3,0,4,3,3,1,1,3,0,10,MS,F,U,LE3,T,services,course,father,yes,yes,no,yes,0,1,0,0
508,17,2,2,3,1,1,4,4,5,1,2,5,0,9,MS,M,R,GT3,T,other,course,mother,no,yes,yes,no,0,1,0,0
509,16,1,1,3,2,0,5,3,2,1,1,1,0,18,MS,F,R,LE3,T,other,course,father,yes,yes,no,no,0,1,0,0
510,17,2,2,2,2,0,5,3,2,1,1,1,0,17,MS,F,R,GT3,T,other,reputation,mother,yes,yes,no,no,0,1,0,0
511,17,1,0,2,2,0,4,4,5,1,1,4,1,10,MS,F,U,GT3,A,other,other,mother,yes,yes,yes,yes,0,0,0,1
512,18,1,1,1,2,1,4,3,2,1,1,5,9,7,MS,F,R,GT3,T,other,other,mother,yes,yes,yes,yes,0,1,0,0
513,16,3,1,1,1,0,3,1,3,1,3,1,0,8,MS,F,U,GT3,T,other,course,mother,yes,yes,yes,no,0,0,0,1
514,16,3,2,1,1,0,3,1,3,1,4,3,2,7,MS,F,U,GT3,T,at_home,course,mother,yes,yes,yes,no,0,0,0,1
515,18,1,1,2,2,0,2,3,5,1,4,3,8,10,MS,F,U,LE3,T,at_home,reputation,mother,yes,yes,no,no,1,0,0,0
516,16,4,4,1,2,0,4,3,3,2,3,2,0,16,MS,F,R,GT3,T,teacher,reputation,father,no,yes,yes,yes,0,0,0,1
517,16,1,2,2,1,0,5,4,5,1,4,2,0,15,MS,F,R,LE3,T,other,reputation,mother,yes,yes,yes,no,0,0,0,1
518,18,2,4,1,2,1,2,3,2,1,3,1,8,8,MS,F,U,GT3,A,services,reputation,father,yes,yes,yes,no,0,1,0,0
519,16,2,1,2,2,0,5,2,1,1,1,2,0,0,MS,M,R,GT3,T,services,reputation,mother,yes,yes,yes,no,0,0,0,1
520,16,1,1,3,2,0,4,3,2,1,3,5,6,8,MS,F,U,LE3,T,other,other,mother,yes,yes,yes,no,0,1,0,0
521,16,2,3,2,2,0,3,3,3,1,1,2,0,10,MS,F,R,GT3,T,services,other,mother,yes,yes,yes,no,0,1,0,0
522,16,4,4,1,2,0,4,3,4,1,2,3,4,8,MS,F,U,GT3,T,health,course,mother,yes,yes,yes,yes,0,1,0,0
523,18,4,4,1,4,0,5,5,5,5,5,5,2,6,MS,M,U,LE3,T,health,home,mother,yes,no,yes,yes,0,1,0,0
524,16,3,4,3,2,0,4,2,1,1,1,2,2,8,MS,F,R,LE3,T,other,other,mother,no,yes,no,no,0,1,0,0
525,17,4,4,1,3,0,4,4,3,1,2,5,0,16,MS,M,U,LE3,T,services,home,mother,yes,yes,yes,no,0,1,0,0
526,17,4,1,1,1,0,4,2,3,1,2,5,1,14,MS,F,R,GT3,T,other,other,mother,yes,yes,yes,yes,0,0,0,1
527,16,2,2,4,3,0,5,1,3,2,2,3,0,10,MS,M,U,LE3,T,services,other,mother,yes,yes,no,no,0,0,0,1
528,17,2,2,1,1,0,5,1,3,1,2,5,5,9,MS,F,R,GT3,T,other,other,mother,yes,yes,yes,no,0,1,1,0
529,16,4,4,2,1,0,5,1,3,1,2,5,1,11,MS,F,U,LE3,T,services,other,father,yes,yes,no,no,0,1,0,0
530,17,3,3,1,1,0,4,1,4,5,5,3,8,9,MS,M,U,GT3,T,services,home,mother,yes,yes,yes,no,0,1,0,0
531,17,1,1,3,2,0,5,1,3,3,3,1,0,10,MS,M,U,GT3,T,services,other,mother,yes,yes,yes,yes,0,0,0,1
532,16,2,1,2,2,0,4,2,2,1,4,5,2,8,MS,M,U,GT3,T,services,other,mother,no,yes,yes,yes,0,0,0,1
533,16,2,1,1,2,0,3,2,2,1,1,3,0,16,MS,F,U,LE3,T,services,other,mother,yes,yes,yes,yes,0,0,0,1
534,16,4,4,1,1,0,4,1,2,2,5,5,0,12,MS,M,U,LE3,T,health,other,father,yes,yes,yes,no,0,1,0,0
535,15,1,2,3,2,0,5,5,5,1,3,5,11,10,MS,M,R,GT3,T,services,course,mother,yes,yes,no,no,0,1,0,0
536,15,2,2,3,4,0,5,4,5,2,3,5,8,14,MS,M,U,LE3,A,other,reputation,mother,yes,yes,no,no,0,1,0,0
537,15,2,1,1,1,0,4,3,3,1,2,5,11,12,MS,M,U,LE3,A,services,course,mother,yes,yes,yes,no,0,0,0,1
538,16,2,2,1,3,0,4,3,3,2,2,5,2,11,MS,F,R,LE3,T,other,course,mother,no,yes,no,yes,0,1,0,0
539,16,4,1,2,2,0,1,2,4,2,2,1,8,10,MS,F,U,LE3,T,other,home,mother,yes,yes,yes,no,0,1,0,0
540,17,3,2,2,1,0,4,3,3,2,2,1,5,11,MS,F,U,GT3,T,other,home,mother,yes,yes,no,yes,0,0,0,1
541,17,2,2,2,2,0,5,1,3,1,1,5,0,11,MS,F,R,GT3,T,other,other,mother,yes,yes,no,no,1,0,1,0
542,16,4,4,2,3,0,5,3,5,1,4,5,1,12,MS,F,U,GT3,T,services,course,mother,yes,yes,yes,yes,0,1,0,0
543,17,4,4,3,1,3,3,3,3,1,3,5,2,8,MS,M,R,GT3,T,other,course,father,yes,yes,yes,yes,0,0,0,1
544,17,1,3,2,1,0,5,1,2,3,3,5,2,12,MS,M,R,LE3,T,other,course,father,yes,yes,no,yes,0,0,0,1
545,17,3,4,1,2,1,5,4,4,3,4,5,8,8,MS,M,U,GT3,T,other,other,mother,no,yes,yes,yes,0,1,0,0
546,17,4,4,1,2,0,5,2,5,1,1,5,0,16,MS,F,U,GT3,T,health,course,father,yes,yes,yes,no,0,1,0,0
547,16,4,1,1,1,0,4,1,2,2,1,2,0,11,MS,M,R,LE3,T,at_home,other,father,yes,yes,yes,no,0,0,0,1
548,17,1,1,1,2,0,4,5,5,1,2,3,2,11,MS,F,U,GT3,A,at_home,other,mother,yes,yes,yes,yes,0,0,0,1
549,17,4,2,2,2,0,4,3,3,2,3,5,0,18,MS,F,R,GT3,T,other,course,mother,no,yes,yes,no,1,1,0,0
550,16,2,2,2,2,0,4,1,2,2,2,5,0,13,MS,M,U,LE3,A,services,course,father,no,yes,yes,yes,0,1,0,0
551,17,3,2,2,2,0,4,1,2,2,2,1,0,13,MS,M,U,GT3,T,other,other,father,yes,yes,yes,no,0,1,1,0
552,19,1,1,1,2,2,4,4,3,3,4,4,2,10,MS,M,U,GT3,T,other,other,mother,yes,no,yes,no,0,1,0,0
553,17,1,0,1,1,0,4,1,2,1,1,5,4,12,MS,M,U,LE3,A,other,home,mother,yes,yes,no,yes,0,0,0,1
554,17,1,1,2,1,0,3,5,5,2,2,4,3,10,MS,F,R,GT3,T,at_home,course,father,yes,no,yes,yes,0,1,0,0
555,16,1,2,1,3,0,4,3,4,1,1,3,5,13,MS,F,R,GT3,T,other,home,father,no,yes,yes,yes,1,1,0,0
556,16,1,2,1,1,0,4,4,4,2,4,5,4,11,MS,M,R,LE3,T,at_home,course,mother,yes,yes,no,no,0,0,0,1
557,17,3,1,2,2,3,5,4,4,1,1,5,2,10,MS,F,R,GT3,T,other,course,mother,no,yes,yes,yes,0,1,0,0
558,17,2,2,2,1,0,5,5,5,3,5,5,0,10,MS,M,R,GT3,T,other,course,mother,yes,no,no,yes,0,0,0,1
559,18,1,0,3,1,1,4,3,2,1,1,4,0,13,MS,M,R,GT3,T,at_home,course,other,yes,yes,no,no,1,1,0,0
560,17,1,1,2,1,0,4,5,5,1,3,2,0,10,MS,M,R,GT3,T,services,course,mother,no,yes,yes,yes,0,1,0,0
561,18,1,1,2,2,0,4,3,3,1,4,5,6,10,MS,M,U,LE3,T,at_home,course,mother,yes,yes,no,no,0,1,0,0
562,16,2,2,1,2,0,5,4,3,1,1,1,0,12,MS,F,R,LE3,T,services,course,father,yes,yes,no,yes,0,0,0,1
563,17,2,2,1,1,1,1,2,1,2,3,5,0,0,MS,M,U,GT3,T,other,course,mother,yes,yes,no,yes,0,0,0,1
564,16,3,2,2,1,0,4,5,5,2,3,5,2,10,MS,M,R,GT3,T,other,course,father,yes,yes,yes,no,0,0,0,1
565,16,1,1,2,1,0,4,5,5,2,4,5,0,9,MS,M,R,LE3,T,other,course,mother,yes,yes,yes,no,0,0,0,1
566,18,1,1,2,1,1,5,3,3,2,3,5,2,9,MS,M,R,GT3,T,other,course,other,yes,no,yes,yes,0,1,0,0
567,18,3,2,1,1,1,2,3,1,2,2,5,0,0,MS,M,R,GT3,T,other,course,mother,yes,no,yes,no,0,0,0,1
568,19,3,2,2,1,3,3,2,1,1,1,3,4,9,MS,M,U,GT3,T,services,course,mother,yes,yes,no,no,0,0,0,1
569,18,3,3,1,2,2,4,4,5,1,3,3,9,8,MS,M,U,GT3,T,at_home,course,mother,yes,no,yes,no,0,1,0,0
570,16,2,2,2,1,0,5,4,3,2,4,4,6,8,MS,M,R,GT3,T,services,course,mother,yes,yes,yes,yes,0,1,0,0
571,19,2,1,2,1,3,4,4,3,1,3,5,4,9,MS,M,U,GT3,T,other,course,other,no,no,yes,yes,0,0,0,1
572,16,3,2,2,2,2,2,5,5,1,1,1,8,7,MS,F,U,GT3,A,at_home,course,mother,yes,yes,no,yes,0,1,0,0
573,17,1,1,1,1,0,4,3,2,1,2,5,9,10,MS,F,U,GT3,T,at_home,course,mother,yes,yes,no,no,0,1,0,0
574,20,1,1,2,1,1,4,4,3,2,4,4,12,10,MS,M,R,GT3,T,other,course,other,yes,no,yes,yes,0,1,0,0
575,18,4,3,1,1,0,5,4,4,3,4,2,8,10,MS,F,R,GT3,A,services,course,mother,yes,yes,yes,no,0,1,0,0
576,18,3,2,2,1,0,2,5,5,5,5,5,8,11,MS,M,R,GT3,T,other,course,mother,no,yes,yes,no,0,1,0,0
577,19,1,1,3,2,1,5,4,4,3,3,2,8,11,MS,M,R,GT3,T,services,home,other,yes,yes,yes,no,0,0,0,1
578,17,3,3,2,2,1,4,5,4,2,3,3,4,10,MS,M,U,GT3,T,other,course,mother,yes,yes,yes,no,0,1,0,0
579,18,1,3,1,1,0,4,3,3,2,3,3,0,9,MS,M,U,LE3,T,services,course,mother,yes,no,yes,yes,0,0,0,1
580,19,1,1,3,1,1,4,4,4,3,3,5,4,10,MS,M,R,GT3,T,other,home,other,yes,yes,yes,no,0,1,0,0
581,18,1,2,2,2,2,4,3,3,1,1,5,2,8,MS,F,U,GT3,A,other,course,mother,yes,yes,no,no,0,1,0,0
582,19,1,1,1,1,0,1,4,4,1,1,5,0,7,MS,F,U,LE3,A,other,course,mother,yes,no,no,no,0,1,0,0
583,18,2,2,2,1,1,5,5,5,1,1,3,0,0,MS,F,R,GT3,T,other,other,mother,yes,no,yes,yes,0,0,0,1
584,17,0,0,2,1,0,4,4,3,1,1,5,0,11,MS,F,R,GT3,T,other,course,mother,yes,yes,yes,no,0,1,0,0
